file_name,begin,end,wrong_word,correct_word,process,main_category,sub_category_1
n_dialog_11_30.txt,403,411,انشاالله,ان‌شاءاللّه,Omission,Main signs,Consonants
n_dialog_11_30.txt,423,426,ایم,آیم,Omission,Diacritic signs,Madd
n_dialog_11_30.txt,458,461,خوب,خوبه؛,Omission,Main signs,Consonants
n_dialog_11_30.txt,458,461,خوب,خوبه؛,Omission,Punctuation,None
n_dialog_11_30.txt,462,471,بیاخوشحال,بیا خوشحال,Replacement,Form,Boundary
n_dialog_11_30.txt,475,478,شوم,شوم.,Omission,Punctuation,None
n_dialog_11_30.txt,483,488,امدید,آمدید.,Omission,Diacritic signs,Madd
n_dialog_11_30.txt,483,488,امدید,آمدید.,Omission,Punctuation,None
n_dialog_11_30.txt,490,494,محمد,محمّد,Omission,Diacritic signs,Tashdid
n_dialog_11_30.txt,496,499,اقا,آقا,Omission,Diacritic signs,Madd
n_dialog_11_30.txt,528,533,بینمت,بینمت.,Omission,Punctuation,None
n_dialog_11_30.txt,547,551,الله,اللّه.,Omission,Punctuation,None
n_dialog_11_30.txt,553,557,محمد,محمّد,Omission,Diacritic signs,Tashdid
n_dialog_11_30.txt,562,566,الان,الآن,Omission,Diacritic signs,Tanwin
n_dialog_11_30.txt,572,576,بروم,بروم.,Omission,Punctuation,None
n_dialog_11_30.txt,577,584,خداحافظ,خداحافظ.,Omission,Punctuation,None
n_dialog_11_30.txt,591,598,خداحافظ,خداحافظ.,Omission,Punctuation,None
n_dialog_11_49.txt,116,117,م,من,Omission,Main signs,Consonants
n_dialog_11_49.txt,200,204,امین,امین،,Omission,Punctuation,None
n_dialog_11_49.txt,335,339,کلاس,کلاس،,Omission,Punctuation,None
n_dialog_11_49.txt,371,375,کلاس,کلاس،,Omission,Punctuation,None
n_dialog_11_49.txt,406,414,ورزش گاه,ورزشگاه,Replacement,Form,Boundary
n_dialog_11_49.txt,417,425,خواب گاه,خوابگاه,Replacement,Form,Boundary
n_dialog_11_49.txt,626,633,می کنیم,می‌کنیم.,Omission,Punctuation,None
n_dialog_11_49.txt,682,683,،,؛,Replacement,Punctuation,None
n_dialog_11_49.txt,746,747,،,؛,Replacement,Punctuation,None
n_dialog_11_7.txt,25,29,مذکر,مذکّر,Omission,Diacritic signs,Tashdid
n_dialog_11_7.txt,83,87,بودم,بودم.,Omission,Punctuation,None
n_dialog_11_7.txt,131,136,آمدید,آمدید،,Omission,Punctuation,None
n_dialog_11_7.txt,228,230,مه,نه,Replacement,Main signs,Consonants
n_dialog_11_7.txt,245,248,نیت,نیست,Omission,Main signs,Consonants
n_dialog_11_7.txt,335,339,تمام,تمام،,Omission,Punctuation,None
n_dialog_11_7.txt,388,393,ندارد,ندارد.,Omission,Punctuation,None
n_dialog_11_7.txt,400,406,متشکرم,متشکّرم،,Omission,Diacritic signs,Tashdid
n_dialog_11_7.txt,400,406,متشکرم,متشکّرم،,Omission,Punctuation,None
n_dialog_11_7.txt,407,414,خداحافظ,خداحافظ.,Omission,Punctuation,None
n_dialog_11_7.txt,425,432,خداحافظ,خداحافظ.,Omission,Punctuation,None
n_dialog_13_34.txt,60,64,عزیم,عزیزم,Omission,Main signs,Consonants
n_dialog_13_34.txt,60,64,عزیم,عزیزم.,Omission,Punctuation,None
n_dialog_13_34.txt,79,83,سلام,سلام.,Omission,Punctuation,None
n_dialog_13_34.txt,140,144,جوبم,خوبم,Replacement,Main signs,Consonants
n_dialog_13_34.txt,140,144,جوبم,خوبم،,Omission,Punctuation,None
n_dialog_13_34.txt,151,154,لله,للّه.,Omission,Punctuation,None
n_dialog_13_34.txt,204,207,خوب,خب,Replacement,Main signs,Vowels
n_dialog_13_34.txt,213,214,-,!,Replacement,Punctuation,None
n_dialog_13_34.txt,222,225,کست,کیست,Replacement,Main signs,Vowels
n_dialog_13_34.txt,245,250,شیطان,شیطان،,Omission,Punctuation,None
n_dialog_13_34.txt,279,282,خلف,خلق,Replacement,Main signs,Consonants
n_dialog_13_34.txt,289,292,است,است.,Omission,Punctuation,None
n_dialog_13_34.txt,294,297,ایا,آیا,Omission,Diacritic signs,Madd
n_dialog_13_34.txt,325,327,نه,نه،,Omission,Punctuation,None
n_dialog_13_34.txt,342,345,است,است.,Omission,Punctuation,None
n_dialog_13_34.txt,416,419,کید,کند,Replacement,Main signs,Consonants
n_dialog_13_34.txt,416,419,کید,کند.,Omission,Punctuation,None
n_dialog_13_34.txt,421,427,ببخشید,ببخشید،,Omission,Punctuation,None
n_dialog_13_34.txt,462,467,هنگام,هنگامی,Replacement,Main signs,Vowels
n_dialog_13_34.txt,486,489,بوب,بود,Replacement,Main signs,Consonants
n_dialog_13_34.txt,496,503,نزدهعیو,نزد عیو,Replacement,Form,Boundary
n_dialog_13_34.txt,496,503,نزدهعیو,نزد عیو,ADD,Main signs,Consonants
n_dialog_13_34.txt,504,507,رفت,رفته,Omission,Main signs,Consonants
n_dialog_13_34.txt,514,517,گفت,گفته:«,Omission,Punctuation,None
n_dialog_13_34.txt,514,517,گفت,گفته:«,Omission,Punctuation,None
n_dialog_13_34.txt,541,542,؟,؟»,Omission,Punctuation,None
n_dialog_13_34.txt,544,550,عیوگفت,عیو گفت,Replacement,Form,Boundary
n_dialog_13_34.txt,547,550,گفت,گفت:«,Omission,Punctuation,None
n_dialog_13_34.txt,547,550,گفت,گفت:«,Omission,Punctuation,None
n_dialog_13_34.txt,561,564,گفت,گفت:,Omission,Punctuation,None
n_dialog_13_34.txt,565,570,نزدیخ,نزدیک,Replacement,Main signs,Consonants
n_dialog_13_34.txt,585,590,نخورد,نخور,ADD,Main signs,Consonants
n_dialog_13_34.txt,585,590,نخورد,نخور!»,Omission,Punctuation,None
n_dialog_13_34.txt,585,590,نخورد,نخور!»,Omission,Punctuation,None
n_dialog_13_34.txt,610,613,گفت,گفت:«,Omission,Punctuation,None
n_dialog_13_34.txt,610,613,گفت,گفت:«,Omission,Punctuation,None
n_dialog_13_34.txt,614,616,نه,نه،,Omission,Punctuation,None
n_dialog_13_34.txt,659,662,چرا,چرا؟,Omission,Punctuation,None
n_dialog_13_34.txt,701,702,.,.»,Omission,Punctuation,None
n_dialog_13_34.txt,723,726,کرد,کرد؛,Omission,Punctuation,None
n_dialog_13_34.txt,735,741,دورسته,درسته,Replacement,Main signs,Vowels
n_dialog_13_34.txt,742,746,بعدا,بعداً,Omission,Diacritic signs,Tanwin
n_dialog_13_34.txt,747,753,عیورفت,عیو رفت,Replacement,Form,Boundary
n_dialog_13_34.txt,763,767,چنید,چید,ADD,Main signs,Consonants
n_dialog_13_34.txt,781,783,چی,چه,Replacement,Main signs,Consonants
n_dialog_13_34.txt,803,806,است,است؟,Omission,Punctuation,None
n_dialog_13_42.txt,66,70,مادر,مادر،,Omission,Punctuation,None
n_dialog_13_42.txt,71,75,خوبی,خوبی؟,Omission,Punctuation,None
n_dialog_13_42.txt,96,105,الحمدالله,الحمدللّه,Replacement,Main signs,Vowels
n_dialog_13_42.txt,106,110,خوبم,خوبم.,Omission,Punctuation,None
n_dialog_13_42.txt,122,131,الحمدالله,الحمدالله،,Omission,Punctuation,None
n_dialog_13_42.txt,135,139,خوبم,خوبم.,Omission,Punctuation,None
n_dialog_13_42.txt,157,161,بزرگ,بزرگت,Omission,Main signs,Consonants
n_dialog_13_42.txt,162,168,اذدواج,ازدواج,Replacement,Main signs,Consonants
n_dialog_13_42.txt,174,177,است,است.,Omission,Punctuation,None
n_dialog_13_42.txt,186,189,بله,بله،,Omission,Punctuation,None
n_dialog_13_42.txt,201,207,اذدواج,ازدواج,Replacement,Main signs,Consonants
n_dialog_13_42.txt,298,302,نذدی,نزدی,Replacement,Main signs,Consonants
n_dialog_13_42.txt,303,306,شما,شما؟,Omission,Punctuation,None
n_dialog_13_42.txt,411,414,بود,بود.,Omission,Punctuation,None
n_dialog_13_42.txt,427,431,بزرگ,بزرگت,Omission,Main signs,Consonants
n_dialog_13_42.txt,445,449,خونه,خانه,Replacement,Main signs,Consonants
n_dialog_13_42.txt,450,452,ام,؛است,Replacement,Main signs,Consonants
n_dialog_13_42.txt,450,452,ام,است؛,Omission,Main signs,Consonants
n_dialog_13_42.txt,450,452,ام,است؛,Omission,Punctuation,None
n_dialog_13_42.txt,465,466,.,!,Replacement,Punctuation,None
n_dialog_13_42.txt,468,471,بله,بله؟,Omission,Punctuation,None
n_dialog_13_42.txt,477,482,خواهر,خواهر،,Omission,Punctuation,None
n_dialog_13_42.txt,483,487,خوبی,خوبی؟,Omission,Punctuation,None
n_dialog_13_42.txt,493,498,باشید,باشید.,Omission,Punctuation,None
n_dialog_13_42.txt,516,522,اذدواج,ازدواج,Replacement,Main signs,Consonants
n_dialog_13_42.txt,530,533,است,اید,Replacement,Main signs,Consonants
n_dialog_13_42.txt,530,533,است,اید,Replacement,Main signs,Consonants
n_dialog_13_42.txt,533,534,؟,.,Replacement,Punctuation,None
n_dialog_13_42.txt,575,579,سلام,السّلام,Omission,Form,Alif Lam
n_dialog_13_42.txt,575,579,سلام,السّلام,Omission,Diacritic signs,Tashdid
n_dialog_13_42.txt,575,579,سلام,السّلام.,Omission,Punctuation,None
n_dialog_13_42.txt,580,583,بله,بله،,Omission,Punctuation,None
n_dialog_13_42.txt,637,643,اذدواج,ازدواج,Replacement,Main signs,Consonants
n_dialog_13_42.txt,716,720,کردم,کردم؛,Omission,Punctuation,None
n_dialog_13_42.txt,733,736,خوب,خوبی,Replacement,Main signs,Vowels
n_dialog_13_42.txt,743,752,الحمدالله,الحمدللّه,Replacement,Main signs,Vowels
n_dialog_13_42.txt,743,752,الحمدالله,الحمدللّه.,Omission,Punctuation,None
n_dialog_13_42.txt,774,777,است,است.,Omission,Punctuation,None
n_dialog_13_42.txt,838,843,انشاء,ان شاء,Replacement,Form,Boundary
n_dialog_13_42.txt,923,924,.,؟,Replacement,Punctuation,None
n_dialog_13_42.txt,926,931,انشاء,ان شاء,Replacement,Form,Boundary
n_dialog_13_42.txt,932,936,الله,اللّه،,Omission,Punctuation,None
n_dialog_13_42.txt,969,972,بیا,بیا!,Omission,Punctuation,None
n_dialog_13_42.txt,1053,1056,آیی,آیی،,Omission,Punctuation,None
n_dialog_13_42.txt,1081,1086,کجاست,کجاست؟,Omission,Punctuation,None
n_dialog_13_42.txt,1095,1099,کوچک,کوچکت,Omission,Main signs,Consonants
n_dialog_13_42.txt,1106,1109,است,است؟,Omission,Punctuation,None
n_dialog_13_42.txt,1151,1155,کوچک,کوچکم,Omission,Main signs,Consonants
n_dialog_13_42.txt,1166,1172,نیستیم,نیستند,Replacement,Main signs,Consonants
n_dialog_13_42.txt,1166,1172,نیستیم,نیستند,Replacement,Main signs,Consonants
n_dialog_13_42.txt,1187,1188,.,؟,Omission,Punctuation,None
n_dialog_13_42.txt,1216,1217,:,.,Replacement,Punctuation,None
n_dialog_13_42.txt,1225,1229,دیگه,دیگه.,Omission,Punctuation,None
n_dialog_13_42.txt,1274,1278,برای,به,Replacement,Main signs,Consonants
n_dialog_13_42.txt,1279,1284,ایشون,ایشان,Replacement,Main signs,Consonants
n_dialog_13_42.txt,1290,1300,به  رسانید,برسانید.,Replacement,Form,Boundary
n_dialog_13_42.txt,1290,1300,به  رسانید,برسانید!,Omission,Punctuation,None
n_dialog_13_42.txt,1345,1350,انشاء,ان شاء,Replacement,Form,Boundary
n_dialog_13_42.txt,1377,1382,انشاء,ان شاء,Replacement,Form,Boundary
n_dialog_13_42.txt,1383,1387,الله,اللّه.,Omission,Punctuation,None
n_dialog_13_42.txt,1388,1395,خداحافظ,خداحافظ.,Omission,Punctuation,None
n_dialog_13_42.txt,1417,1424,خداحافظ,خداحافظ.,Omission,Punctuation,None
n_dialog_14_47.txt,56,60,سلام,سلام.,Omission,Punctuation,None
n_dialog_14_47.txt,69,73,سلام,سلام.,Omission,Punctuation,None
n_dialog_14_47.txt,85,88,شما,شما؟,Omission,Punctuation,None
n_dialog_14_47.txt,93,97,هستی,هستی؟,Omission,Punctuation,None
n_dialog_14_47.txt,106,109,بله,بله،,Omission,Punctuation,None
n_dialog_14_47.txt,114,118,هستم,هستم.,Omission,Punctuation,None
n_dialog_14_47.txt,127,131,هستی,هستی؟,Omission,Punctuation,None
n_dialog_14_47.txt,141,145,سلام,سلام.,Omission,Punctuation,None
n_dialog_14_47.txt,187,191,سلام,سلام.,Omission,Punctuation,None
n_dialog_14_47.txt,206,212,نباشید,نباشد.,Omission,Punctuation,None
n_dialog_14_47.txt,251,256,باشید,باشید.,Omission,Punctuation,None
n_dialog_14_47.txt,257,260,شما,شما؟,Omission,Punctuation,None
n_dialog_14_47.txt,319,322,بله,بله،,Omission,Punctuation,None
n_dialog_14_47.txt,323,327,کوجه,گوجه,Replacement,Main signs,Consonants
n_dialog_14_47.txt,328,332,دارم,دارم.,Omission,Punctuation,None
n_dialog_14_47.txt,342,348,ببخشید,ببخشید،,Omission,Punctuation,None
n_dialog_14_47.txt,349,353,کیلو,کیلویی,Omission,Main signs,Consonants
n_dialog_14_47.txt,349,353,کیلو,کیلویی,Replacement,Main signs,Vowels
n_dialog_14_47.txt,354,357,چند,چند؟,Omission,Punctuation,None
n_dialog_14_47.txt,386,390,کیلو,کیلویی,Replacement,Main signs,Vowels
n_dialog_14_47.txt,386,390,کیلو,کیلویی,Omission,Main signs,Consonants
n_dialog_14_47.txt,394,399,تومان,تومان.,Omission,Punctuation,None
n_dialog_14_47.txt,420,424,خوام,خواهم.,Omission,Main signs,Consonants
n_dialog_14_47.txt,420,424,خوام,خواهم.,Omission,Punctuation,None
n_dialog_14_47.txt,452,455,باش,باشه,Omission,Main signs,Consonants
n_dialog_14_47.txt,452,455,باش,باشه.,Omission,Punctuation,None
n_dialog_14_47.txt,470,474,کیلو,کیلویی,Replacement,Main signs,Vowels
n_dialog_14_47.txt,470,474,کیلو,کیلویی,Omission,Main signs,Consonants
n_dialog_14_47.txt,475,478,چند,چند؟,Omission,Punctuation,None
n_dialog_14_47.txt,515,519,کیلو,کیلویی,Omission,Main signs,Consonants
n_dialog_14_47.txt,515,519,کیلو,کیلویی,Replacement,Main signs,Vowels
n_dialog_14_47.txt,523,528,تومان,تومان.,Omission,Punctuation,None
n_dialog_14_47.txt,547,551,خیار,خیار.,Omission,Punctuation,None
n_dialog_14_47.txt,589,594,خواهی,خواهی؟,Omission,Punctuation,None
n_dialog_14_47.txt,609,614,گرونک,گران,Replacement,Main signs,Consonants
n_dialog_14_47.txt,609,614,گرونک,گران,ADD,Main signs,Consonants
n_dialog_14_47.txt,638,641,باش,باشه,Omission,Main signs,Consonants
n_dialog_14_47.txt,651,654,دهم,دهم.,Omission,Punctuation,None
n_dialog_14_47.txt,718,721,باش,باشه,Omission,Main signs,Consonants
n_dialog_14_47.txt,718,721,باش,باشه.,Omission,Punctuation,None
n_dialog_14_47.txt,725,730,تومان,تومان.,Omission,Punctuation,None
n_dialog_14_47.txt,740,743,باش,باشه.,Omission,Punctuation,None
n_dialog_14_47.txt,755,759,خوام,خواهم,Omission,Main signs,Consonants
n_dialog_14_47.txt,755,759,خوام,خواهم.,Omission,Punctuation,None
n_dialog_14_47.txt,794,797,شما,شما؟,Omission,Punctuation,None
n_dialog_14_47.txt,811,815,خوام,خواهم.,Omission,Main signs,Consonants
n_dialog_14_47.txt,811,815,خوام,خواهم.,Omission,Punctuation,None
n_dialog_14_47.txt,856,860,خوام,خواهی,Replacement,Main signs,Consonants
n_dialog_14_47.txt,856,860,خوام,خواهی,Omission,Main signs,Consonants
n_dialog_14_47.txt,871,874,شما,شما؟,Omission,Punctuation,None
n_dialog_14_47.txt,884,887,بله,بله،,Omission,Punctuation,None
n_dialog_14_47.txt,896,900,کیلو,کیلویی,Omission,Main signs,Consonants
n_dialog_14_47.txt,896,900,کیلو,کیلویی,Replacement,Main signs,Vowels
n_dialog_14_47.txt,901,904,چند,چند؟,Omission,Punctuation,None
n_dialog_14_47.txt,920,924,کیلو,کیلویی؟,Replacement,Main signs,Vowels
n_dialog_14_47.txt,920,924,کیلو,کیلویی؟,Omission,Main signs,Consonants
n_dialog_14_47.txt,920,924,کیلو,کیلویی؟,Omission,Punctuation,None
n_dialog_14_47.txt,935,937,یا,یک,Replacement,Main signs,Consonants
n_dialog_14_47.txt,946,949,نیم,نیم.,Omission,Punctuation,None
n_dialog_14_47.txt,959,963,باشه,باشه.,Omission,Punctuation,None
n_dialog_14_47.txt,975,979,خوام,خواهم,Omission,Main signs,Consonants
n_dialog_14_47.txt,975,979,خوام,خواهم.,Omission,Punctuation,None
n_dialog_14_47.txt,1013,1016,باش,باشه.,Omission,Punctuation,None
n_dialog_14_47.txt,1035,1038,است,است.,Omission,Punctuation,None
n_dialog_14_47.txt,1082,1085,همه,همه؟,Omission,Main signs,Consonants
n_dialog_14_47.txt,1095,1098,بله,بله،,Omission,Punctuation,None
n_dialog_14_47.txt,1099,1102,همه,همه.,Omission,Punctuation,None
n_dialog_14_47.txt,1132,1135,باش,باشه.,Omission,Punctuation,None
n_dialog_14_47.txt,1145,1149,پنجح,پنج,ADD,Main signs,Consonants
n_dialog_14_47.txt,1206,1211,تومان,تومان.,Omission,Punctuation,None
n_dialog_14_47.txt,1239,1244,تومان,تومان.,Omission,Punctuation,None
n_dialog_14_47.txt,1264,1269,نداری,ندارد.,Omission,Punctuation,None
n_dialog_14_47.txt,1279,1281,نه,نه،,Omission,Punctuation,None
n_dialog_14_47.txt,1291,1294,کنم,کنم.,Omission,Punctuation,None
n_dialog_14_47.txt,1315,1320,ممنون,ممنون.,Omission,Punctuation,None
n_dialog_14_47.txt,1330,1335,ممنون,ممنون.,Omission,Punctuation,None
n_dialog_14_47.txt,1336,1339,دست,دستت,Omission,Main signs,Consonants
n_dialog_14_47.txt,1344,1348,نکند,نکند.,Omission,Punctuation,None
n_dialog_14_47.txt,1380,1383,کنم,کنم.,Omission,Punctuation,None
n_dialog_14_47.txt,1393,1400,خداحافظ,خداحافظ.,Omission,Punctuation,None
n_dialog_14_47.txt,1450,1457,خداحافظ,خداحافظ.,Omission,Punctuation,None
n_dictation_10_0.txt,14,18,املا,املاء,Omission,Form,Place
n_dictation_10_0.txt,19,23,مذکر,مذکّر,Omission,Diacritic signs,Tashdid
n_dictation_10_0.txt,45,48,گفت,گفت:,Omission,Punctuation,None
n_dictation_10_0.txt,144,147,گفت,گفت:,Omission,Punctuation,None
n_dictation_10_0.txt,187,190,سرّ,سر,ADD,Diacritic signs,Tashdid
n_dictation_10_0.txt,264,267,کرد,کرد.,Omission,Punctuation,None
n_dictation_10_0.txt,374,378,شمرد,شمرد:,Omission,Punctuation,None
n_dictation_10_0.txt,492,495,شغل,شغل.,Omission,Punctuation,None
n_dictation_10_0.txt,544,548,نبرد,نبرد،,Omission,Punctuation,None
n_dictation_10_0.txt,556,558,او,او!,Omission,Punctuation,None
n_dictation_10_0.txt,643,646,خود,خود،,Omission,Punctuation,None
n_dictation_10_0.txt,656,661,حائری,حائری،,Omission,Punctuation,None
n_dictation_10_1.txt,8,12,املا,املاء,Omission,Form,Place
n_dictation_10_1.txt,23,27,مذکر,مذّکر,Omission,Diacritic signs,Tashdid
n_dictation_10_1.txt,48,51,گفت,گفت:,Omission,Punctuation,None
n_dictation_10_1.txt,55,60,برادر,برادر!,Omission,Punctuation,None
n_dictation_10_1.txt,138,141,گفت,گفت:,Omission,Punctuation,None
n_dictation_10_1.txt,145,151,پادشاه,پادشاه!,Omission,Punctuation,None
n_dictation_10_1.txt,310,313,متع,متاع,Omission,Main signs,Vowels
n_dictation_10_1.txt,355,359,ذورق,زورق,Replacement,Main signs,Consonants
n_dictation_10_1.txt,372,379,اندازیم,اندازیم.,Omission,Punctuation,None
n_dictation_10_1.txt,389,391,من,من،,Omission,Punctuation,None
n_dictation_10_1.txt,419,423,داده,داده،,Omission,Punctuation,None
n_dictation_10_1.txt,462,465,های,هایی,Omission,Main signs,Vowels
n_dictation_10_1.txt,493,496,کنم,کنم،,Omission,Punctuation,None
n_dictation_10_1.txt,526,529,آیم,آیم.,Omission,Punctuation,None
n_dictation_10_1.txt,596,599,ترد,طرد,Replacement,Main signs,Consonants
n_dictation_10_1.txt,687,690,صدا,صدا،,Omission,Punctuation,None
n_dictation_10_1.txt,703,706,است,است.,Omission,Punctuation,None
n_dictation_10_10.txt,9,13,املا,املاء,Omission,Form,Place
n_dictation_10_10.txt,14,18,مذکر,مذکّر,Omission,Diacritic signs,Tashdid
n_dictation_10_10.txt,40,43,گفت,گفت:,Omission,Punctuation,None
n_dictation_10_10.txt,73,75,قر,غر,Replacement,Main signs,Consonants
n_dictation_10_10.txt,75,77,غا,قا,Replacement,Main signs,Consonants
n_dictation_10_10.txt,145,147,شد,شد.,Omission,Punctuation,None
n_dictation_10_10.txt,215,218,راض,راز,Replacement,Main signs,Consonants
n_dictation_10_10.txt,261,266,گذاشت,گذاشت.,Omission,Punctuation,None
n_dictation_10_10.txt,295,298,گفت,گفت:,Omission,Punctuation,None
n_dictation_10_10.txt,367,371,راضی,رازی,Replacement,Main signs,Consonants
n_dictation_10_10.txt,577,581,تولد,تولّد,Omission,Diacritic signs,Tashdid
n_dictation_10_10.txt,625,633,مزدورانه,مزدوران,ADD,Main signs,Vowels
n_dictation_10_10.txt,664,666,جد,جدّ,Omission,Diacritic signs,Tashdid
n_dictation_10_10.txt,710,713,سلم,سلّم,Omission,Diacritic signs,Tashdid
n_dictation_10_10.txt,856,859,کند,کند،,Omission,Punctuation,None
n_dictation_10_10.txt,899,901,ان,آن,Omission,Diacritic signs,Madd
n_dictation_10_11.txt,8,12,املا,املاء,Omission,Form,Place
n_dictation_10_11.txt,13,17,مذکر,مذکّر,Omission,Diacritic signs,Tashdid
n_dictation_10_11.txt,59,64,زمانه,زمان,ADD,Main signs,Vowels
n_dictation_10_11.txt,142,145,زده,زده،,Omission,Punctuation,None
n_dictation_10_11.txt,181,185,تمسک,تمسّک,Omission,Diacritic signs,Tashdid
n_dictation_10_11.txt,246,250,عمرا,امرا,Replacement,Main signs,Vowels
n_dictation_10_11.txt,326,334,مرده گان,مردگان,ADD,Main signs,Vowels
n_dictation_10_11.txt,515,521,خوشنود,خشنود,Replacement,Main signs,Vowels
n_dictation_10_11.txt,538,543,زواید,زوائد,Replacement,Form,Place
n_dictation_10_11.txt,964,967,سبغ,صبغ,Replacement,Main signs,Consonants
n_dictation_10_12.txt,8,12,املا,املاء,Omission,Form,Place
n_dictation_10_12.txt,17,21,مذکر,مذکّر,Replacement,Diacritic signs,Tashdid
n_dictation_10_12.txt,290,294,گذرد,گذرد.,Omission,Punctuation,None
n_dictation_10_12.txt,369,374,کردند,کردند.,Omission,Punctuation,None
n_dictation_10_12.txt,419,423,بدان,بدان،,Omission,Punctuation,None
n_dictation_10_12.txt,660,664,روزی,روز,ADD,Main signs,Vowels
n_dictation_10_12.txt,812,817,مصّلی,مصلّای,Omission,Main signs,Vowels
n_dictation_10_13.txt,12,16,املا,املاء,Omission,Form,Place
n_dictation_10_13.txt,17,21,مذکر,مذکّر,Replacement,Diacritic signs,Tashdid
n_dictation_10_13.txt,39,42,گفت,گفت:,Omission,Punctuation,None
n_dictation_10_13.txt,46,52,گاومیش,گاومیش!,Omission,Punctuation,None
n_dictation_10_13.txt,74,78,باشد,باشد؟,Omission,Punctuation,None
n_dictation_10_13.txt,79,82,گفت,گفت:,Omission,Punctuation,None
n_dictation_10_13.txt,246,254,بازماندم,بازماندم،,Omission,Punctuation,None
n_dictation_10_13.txt,291,294,دید,دید،,Omission,Punctuation,None
n_dictation_10_13.txt,463,467,راسو,راسو،,Omission,Punctuation,None
n_dictation_10_13.txt,521,522,و,،,Replacement,Punctuation,None
